url,title,ingredients,cooking_time,nutrition_facts,publish_date,scraped_date,category
https://www.allrecipes.com/recipe/8521894/one-pot-lemon-chicken-orzo/,One Pot Lemon Chicken Orzo,tablespoons extra-virgin olive oil; cup chopped yellow onion; tablespoon chopped garlic; cup  uncooked orzo; cups heavy cream; cup chicken broth; lemons; zested and juiced; cups shredded cooked chicken; cups baby spinach; ½ cup shredded fontina cheese; ¼ cup freshly grated parmesan cheese; plus more for garnish.; tablespoons chopped fresh flat-leaf parsley; plus more for garnish; ¾ teaspoon black pepper; ½ teaspoon table salt,40 min,Calories: 891; Fat: 34168g; Carb: 5219g; Protein: 3571g,8/9/2023,2025-03-22,quick_meals_group
https://www.allrecipes.com/recipe/8541/carols-arroz-con-pollo/,Arroz Con Pollo (Chicken and Rice),skinless; boneless chicken breast halves; cut into 1-inch pieces; ½ teaspoon salt; divided; ½ teaspoon ground black pepper; divided; ½ teaspoon paprika; divided; tablespoons vegetable oil; green bell pepper; chopped; ¾ cup chopped onion; ½ teaspoons minced garlic; cup long-grain white rice; can chicken broth; can stewed tomatoes; ½ cup white wine; ⅛ teaspoon saffron; tablespoon chopped fresh parsley,45 min,Calories: 471; Fat: 212g; Carb: 5018g; Protein: 3060g,6/4/2023,2025-03-22,quick_meals_group
https://www.allrecipes.com/recipe/76808/italian-sausage-peppers-and-onions/,"Italian Sausage, Peppers, and Onions",links sweet italian sausage; tablespoons butter; medium yellow onion; sliced; ½ medium red onion; sliced; cloves garlic; minced; large red bell pepper; sliced; medium green bell pepper; sliced; teaspoon dried basil; teaspoon dried oregano; ¼ cup white wine; or more to taste,45 min,Calories: 461; Fat: 1576g; Carb: 73g; Protein: 1734g,28/1/2025,2025-03-22,quick_meals_group
https://www.allrecipes.com/recipe/275977/pork-tenderloin-with-apples-and-onions/,Pork Tenderloin with Apples and Onions,pork tenderloins; teaspoons vegetable oil; teaspoon sea salt; tablespoons vegetable oil; divided; or more as needed; medium granny smith apples - peeled; cored; and sliced into eighths; medium sweet onions; sliced vertically; teaspoons chopped fresh thyme; divided; ¼ teaspoon ground black pepper; or to taste; tablespoon dijon mustard; cup chicken stock; tablespoon butter,1 hr,Calories: 313; Fat: 419g; Carb: 135g; Protein: 3672g,7/9/2023,2025-03-22,quick_meals_group
https://www.allrecipes.com/recipe/8526807/ground-beef-stroganoff-noodles/,Ground Beef Stroganoff Noodles,tablespoon unsalted butter; tablespoon vegetable oil; cup thinly sliced mushrooms; teaspoon salt; plus more to taste; ½ cup diced onion; pound ground beef; freshly ground black pepper; pinch cayenne pepper; cloves minced garlic; ⅓ tablespoons flour; tablespoons vodka; ½ cups beef broth; or as needed; cup water; ½ cups egg noodles; ½ cup sour cream; plus more for serving; tablespoons fresh sliced chives or green onions,40 min,Calories: 598; Fat: 1993g; Carb: 249g; Protein: 2653g,18/11/2024,2025-03-22,quick_meals_group
https://www.allrecipes.com/recipe/279903/garlic-brown-sugar-chicken-thighs/,Garlic-Brown Sugar Chicken Thighs,bone-in; skin-on chicken thighs; salt and ground black pepper to taste; tablespoons unsalted butter; divided; cloves garlic; minced; ¼ cup packed brown sugar; tablespoon honey; ½ teaspoon dried oregano; ¼ teaspoon dried thyme; ¼ teaspoon dried basil,45 min,Calories: 264; Fat: 630g; Carb: 103g; Protein: 1939g,14/11/2024,2025-03-22,quick_meals_group
https://www.allrecipes.com/recipe/269004/one-pot-spaghetti-with-meat-sauce/,One-Pot Spaghetti with Meat Sauce,pound ground italian sausage; small white onion; diced; cloves garlic; minced; jar tomato-basil pasta sauce; cups water; teaspoon italian seasoning; package spaghetti noodles; broken in half; ½ cup freshly grated parmesan cheese for serving,40 min,Calories: 606; Fat: 1051g; Carb: 6624g; Protein: 3059g,30/11/2023,2025-03-22,quick_meals_group
https://www.allrecipes.com/recipe/258578/sauteed-shrimp-with-spinach/,Sautéed Shrimp with Spinach,½ cups fresh baby spinach; ½ teaspoons granulated garlic powder; frozen shrimp; thawed; teaspoon ground black pepper; tablespoon olive oil; or as needed,20 min,Calories: 152; Fat: 16g; Carb: 31g; Protein: 1735g,3/6/2023,2025-03-22,quick_meals_group
https://www.allrecipes.com/recipe/46822/indian-chicken-curry-ii/,Indian Chicken Curry,tablespoons olive oil; small onion; chopped; cloves garlic; minced; tablespoons curry powder; teaspoon ground cinnamon; teaspoon paprika; bay leaf; ½ teaspoon grated fresh ginger root; ½ teaspoon white sugar; salt to taste; skinless; boneless chicken breast halves - cut into bite-size pieces; tablespoon tomato paste; cup plain yogurt; ¾ cup coconut milk; ½  lemon; juiced; ½ teaspoon cayenne pepper,45 min,Calories: 313; Fat: 1052g; Carb: 145g; Protein: 1938g,10/10/2024,2025-03-22,quick_meals_group
https://www.allrecipes.com/recipe/240438/easy-roasted-broccoli/,Easy Roasted Broccoli,ounces broccoli; tablespoon olive oil; salt and ground black pepper to taste,30 min,Calories: 63; Fat: 13g; Carb: 72g; Protein: 36g,2/1/2025,2025-03-22,healthy
https://www.allrecipes.com/recipe/33118/german-potato-pancakes/,German Potato Pancakes,large eggs; tablespoons all-purpose flour; ¼ teaspoon baking powder; ½ teaspoon salt; ¼ teaspoon pepper; medium potatoes; peeled and shredded; ½ cup finely chopped onion; ¼ cup vegetable oil,45 min,Calories: 283; Fat: 210g; Carb: 4115g; Protein: 714g,18/11/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/51283/maple-salmon/,Maple Salmon,¼ cup maple syrup; tablespoons soy sauce; clove garlic; minced; ¼ teaspoon garlic salt; ⅛ teaspoon ground black pepper; pound salmon,1 hr,Calories: 265; Fat: 313g; Carb: 145g; Protein: 2346g,17/1/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/76954/roasted-new-red-potatoes/,Roasted New Red Potatoes,pounds small red new potatoes; halved; ¼ cup olive oil; teaspoon salt and freshly ground black pepper,25 min,Calories: 179; Fat: 15g; Carb: 2710g; Protein: 36g,13/2/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/19963/fajita-marinade-i/,Fajita Marinade,⅓ cup water; ¼ cup lime juice; tablespoons olive oil; cloves garlic; crushed; teaspoons soy sauce; teaspoon salt; ½ teaspoon liquid smoke flavoring; ½ teaspoon cayenne pepper; ½ teaspoon ground black pepper,15 min,Calories: not found; Fat: not found; Carb: not found; Protein: not found,9/5/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/82768/lauras-quick-slow-cooker-turkey-chili/,Laura's Quick Slow Cooker Turkey Chili,tablespoon vegetable oil; pound ground turkey; cooking spray; cans low sodium tomato soup; cans kidney beans; drained; can black beans; drained; ½ medium onion; chopped; tablespoons chili powder; ½ tablespoon garlic powder; ½ tablespoon ground cumin; teaspoon red pepper flakes; pinch ground black pepper; pinch ground allspice; salt to taste,4 hr 15 min,Calories: 276; Fat: 28g; Carb: 3312g; Protein: 2142g,13/11/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/14452/green-salad/,Green Salad,½ cup chopped onion; ½ cup chopped green bell pepper; packages mixed salad greens; thinly sliced chicken deli meat; chopped; tomato; chopped; ¼ teaspoon onion powder; dashes garlic powder; pinches salt and ground black pepper to taste; tablespoons balsamic vinaigrette salad dressing,30 min,Calories: 47; Fat: 02g; Carb: 52g; Protein: 35g,15/5/2024,2025-03-22,salad
https://www.allrecipes.com/recipe/6773/simple-whole-wheat-bread/,Simple Whole Wheat Bread,cups warm water; packages active dry yeast; ⅔ cup honey; divided; cups bread flour; tablespoons butter; melted; divided; tablespoon salt; cups whole wheat flour; or more as needed,2 hr 50 min,Calories: 134; Fat: 16g; Carb: 269g; Protein: 48g,10/4/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/18249/baked-sweet-potatoes/,Baked Sweet Potatoes,tablespoons olive oil; large sweet potatoes; pinches dried oregano or to taste; pinches salt; pinches ground black pepper,1 hr,Calories: 181; Fat: 15g; Carb: 2810g; Protein: 35g,4/10/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/241074/easy-garlic-kale/,Easy Garlic Kale,bunch kale; tablespoon olive oil; teaspoon minced garlic,15 min,Calories: 87; Fat: 13g; Carb: 114g; Protein: 47g,17/1/2025,2025-03-22,healthy
https://www.allrecipes.com/recipe/20963/oven-roasted-potatoes/,Oven Roasted Potatoes,⅛ cup olive oil; tablespoon minced garlic; ½ teaspoon dried basil; ½ teaspoon dried marjoram; ½ teaspoon dried dill weed; ½ teaspoon dried thyme; ½ teaspoon dried oregano; ½ teaspoon dried parsley; ½ teaspoon crushed red pepper flakes; ½ teaspoon salt; large potatoes; peeled and cubed,45 min,Calories: 289; Fat: 15g; Carb: 5319g; Protein: 510g,25/10/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/70163/easy-baked-tilapia/,Easy Baked Tilapia,fillets tilapia; teaspoons butter; ½ teaspoon garlic salt; or to taste; ¼ teaspoon seafood seasoning; or to taste; lemon; sliced; package frozen cauliflower with broccoli and red pepper; salt and ground black pepper to taste,30 min,Calories: 172; Fat: 28g; Carb: 73g; Protein: 2550g,13/11/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/214947/perfect-summer-fruit-salad/,Perfect Summer Fruit Salad,⅔ cup fresh orange juice; ⅓ cup fresh lemon juice; ⅓ cup packed brown sugar; ½ teaspoon grated orange zest; ½ teaspoon grated lemon zest; teaspoon vanilla extract; cups cubed fresh pineapple; cups strawberries; hulled and sliced; kiwi fruit; peeled and sliced; bananas; sliced; oranges; peeled and sectioned; cup seedless grapes; cups blueberries,3 hr 30 min,Calories: 155; Fat: 01g; Carb: 3914g; Protein: 24g,8/5/2024,2025-03-22,salad
https://www.allrecipes.com/recipe/72508/the-best-vegetarian-chili-in-the-world/,The Best Vegetarian Chili in the World,tablespoon olive oil; ½ medium onion; chopped; tablespoons dried oregano; tablespoon salt; teaspoon ground cumin; bay leaves; stalks celery; chopped; green bell peppers; chopped; jalapeno peppers; chopped; cloves garlic; chopped; cans chopped green chile peppers; drained; packages vegetarian burger crumbles; cans whole peeled tomatoes; crushed; ¼ cup chili powder; tablespoon ground black pepper; can kidney beans; drained; can garbanzo beans; drained; can black beans; can whole kernel corn,1 hr 15 min,Calories: 391; Fat: 16g; Carb: 5921g; Protein: 2856g,11/5/2023,2025-03-22,healthy
https://www.allrecipes.com/recipe/233531/quick-whole-wheat-chapati/,Quick Whole Wheat Chapati,½ cups whole wheat flour; ¾ teaspoon salt; cup water,20 min,Calories: 127; Fat: 01g; Carb: 2710g; Protein: 510g,20/11/2022,2025-03-22,healthy
https://www.allrecipes.com/recipe/15559/black-beans-and-rice/,Black Beans and Rice,teaspoon olive oil; onion; chopped; cloves garlic; minced; ¾ cup uncooked white rice; ½ cups low sodium; low fat vegetable broth; ½ cups canned black beans; drained; teaspoon ground cumin; ¼ teaspoon cayenne pepper,30 min,Calories: 140; Fat: 01g; Carb: 2710g; Protein: 613g,8/10/2024,2025-03-22,quick_meals_group
https://www.allrecipes.com/recipe/215314/slow-cooker-baked-potatoes/,Slow Cooker Baked Potatoes,baking potatoes; well scrubbed; tablespoon extra virgin olive oil; kosher salt to taste; sheets aluminum foil,4 hr 40 min,Calories: 254; Fat: 13g; Carb: 5119g; Protein: 612g,13/11/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/85839/out-of-this-world-turkey-brine/,Out of This World Turkey Brine,gallons water; ½ cups canning salt; ⅓ cup brown sugar; ¼ cup worcestershire sauce; tablespoons minced garlic; tablespoon ground black pepper,10 min,Calories: not found; Fat: not found; Carb: not found; Protein: not found,18/10/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/235932/brazilian-grilled-pineapple/,Brazilian Grilled Pineapple,cup brown sugar; teaspoons ground cinnamon; pineapple - peeled; cored; and cut into 6 wedges,20 min,Calories: 255; Fat: 00g; Carb: 6624g; Protein: 13g,13/2/2023,2025-03-22,healthy
https://www.allrecipes.com/recipe/38214/creole-seasoning-blend/,Creole Seasoning Blend,tablespoons paprika; tablespoons salt; tablespoons onion powder; tablespoons garlic powder; tablespoons dried oregano; tablespoons dried basil; tablespoon dried thyme; tablespoon black pepper; tablespoon white pepper; tablespoon cayenne pepper,5 min,Calories: 16; Fat: 01g; Carb: 31g; Protein: 11g,7/11/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/215189/fruit-and-yogurt-smoothie/,Fruit and Yogurt Smoothie,cup strawberries; banana; ½ cup yogurt; ¼ cup pineapple juice; ½ teaspoons white sugar; teaspoon orange juice; teaspoon milk,5 min,Calories: 146; Fat: 14g; Carb: 3111g; Protein: 59g,5/4/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/229692/easy-sweet-potato-casserole/,Easy Sweet Potato Casserole,large sweet potatoes; peeled and cut into chunks; cup white sugar; ½ cup brown sugar; tablespoons ground cinnamon or to taste; tablespoon butter; softened; cup miniature marshmallows; or as needed,1 hr,Calories: 385; Fat: 14g; Carb: 9133g; Protein: 49g,8/10/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/241308/fresh-raspberry-sauce/,Fresh Raspberry Sauce,½ pounds fresh raspberries; ¼ cup white sugar; tablespoon water; or as needed; teaspoons lemon juice; or more to taste,55 min,Calories: 44; Fat: 00g; Carb: 114g; Protein: 11g,24/2/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/23539/strawberry-oatmeal-breakfast-smoothie/,Strawberry Oatmeal Breakfast Smoothie,cup soy milk; ½ cup rolled oats; frozen strawberries; banana; broken into chunks; ½ teaspoons white sugar; ½ teaspoon vanilla extract,5 min,Calories: 142; Fat: 13g; Carb: 218g; Protein: 713g,6/3/2023,2025-03-22,healthy
https://www.allrecipes.com/recipe/222352/jamies-sweet-and-easy-corn-on-the-cob/,Jamie's Sweet and Easy Corn on the Cob,tablespoons white sugar; tablespoon lemon juice; ears corn on the cob; husks and silk removed,20 min,Calories: 94; Fat: 01g; Carb: 228g; Protein: 36g,26/9/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/13384/split-pea-soup/,Split Pea Soup,¼ cups dried split peas; rinsed well; quarts cold water; plus more as needed; ham bone; onions; thinly sliced; ½ teaspoon salt; ¼ teaspoon ground black pepper; pinch dried marjoram; stalks celery; chopped; carrots; chopped; potato; diced,3 hr 15 min,Calories: 310; Fat: 01g; Carb: 5821g; Protein: 2039g,5/11/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/220642/quick-and-easy-refried-beans/,Quick and Easy Refried Beans,tablespoons canola oil; garlic cloves; peeled; cans pinto beans; teaspoon cumin; teaspoon chili powder; salt to taste; ½  lime; juiced,20 min,Calories: 132; Fat: 13g; Carb: 166g; Protein: 510g,13/11/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/57783/emilys-famous-hash-browns/,Homemade Crispy Hash Browns,medium russet potatoes; shredded; ½ medium onion; finely chopped; ¼ cup all-purpose flour; large egg; cup oil for frying; or as needed; salt and pepper to taste,35 min,Calories: 183; Fat: 16g; Carb: 269g; Protein: 59g,10/10/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/18465/gnocchi-i/,Gnocchi,medium russet potatoes; scrubbed; ½ cups all-purpose flour; plus more for dusting; large egg; teaspoon kosher salt,1 hr 15 min,Calories: 314; Fat: 13g; Carb: 6423g; Protein: 1020g,20/6/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/229166/grilled-veggie-skewers/,Grilled Veggie Skewers,fresh pineapple; cut into chunks; medium zucchinis; cut into 1-inch slices; medium yellow squash; cut into 1-inch slices; ½ pound whole fresh mushrooms; medium red onion; cut into chunks; cherry tomatoes; medium red bell pepper; cut into chunks; bamboo skewers; soaked in water for 20 minutes; ⅓ cup olive oil; ½ teaspoons dried basil; ¾ teaspoon dried oregano; ½ teaspoon salt; ⅛ teaspoon ground black pepper,20 min,Calories: 406; Fat: 314g; Carb: 6022g; Protein: 714g,13/3/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/241019/spinach-and-banana-power-smoothie/,Spinach and Banana Power Smoothie,cup plain soy milk; ¾ cup packed fresh spinach leaves; large banana; sliced,10 min,Calories: 257; Fat: 14g; Carb: 4717g; Protein: 1020g,18/6/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/176957/baked-kale-chips/,Baked Kale Chips,bunch kale; tablespoon olive oil; teaspoon flaked sea salt,30 min,Calories: 58; Fat: 02g; Carb: 83g; Protein: 35g,4/10/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/44975/easy-pizza-sauce-iii/,Easy Pizza Sauce,can tomato sauce; can tomato paste; tablespoon ground oregano; ½ teaspoons dried minced garlic; teaspoon ground paprika,5 min,Calories: 11; Fat: 00g; Carb: 31g; Protein: 11g,3/3/2025,2025-03-22,healthy
https://www.allrecipes.com/recipe/13107/miso-soup/,Miso Soup,cups water; teaspoons dashi granules; tablespoons miso paste; package silken tofu; diced; green onions; sliced diagonally into 1/2 inch pieces,15 min,Calories: 63; Fat: 02g; Carb: 52g; Protein: 611g,2/10/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/80969/simple-turkey-chili/,Simple Turkey Chili,½ teaspoons olive oil; pound ground turkey; onion; chopped; cups water; can canned crushed tomatoes; can canned kidney beans - drained; rinsed; and mashed; tablespoon garlic; minced; tablespoons chili powder; ½ teaspoon paprika; ½ teaspoon dried oregano; ½ teaspoon ground cayenne pepper; ½ teaspoon ground cumin; ½ teaspoon salt; ½ teaspoon ground black pepper,1 hr,Calories: 185; Fat: 17g; Carb: 197g; Protein: 1633g,14/10/2024,2025-03-22,healthy
https://www.allrecipes.com/recipe/46982/pesto-pasta-with-chicken/,Pesto Pasta with Chicken,package bow tie pasta; teaspoon olive oil; cloves garlic; minced; skinless; boneless chicken breasts; cut into bite-sized pieces; pinch crushed red pepper flakes; or to taste; ½ cup pesto sauce; ⅓ cup oil-packed sun-dried tomatoes; drained and cut into strips,30 min,Calories: 328; Fat: 313g; Carb: 4316g; Protein: 1735g,24/4/2024,2025-03-22,quick_meals_group
https://www.allrecipes.com/recipe/34450/italian-seasoning-i/,Italian Seasoning,tablespoons dried basil; tablespoons dried oregano; tablespoons dried rosemary; tablespoons dried marjoram; tablespoons dried thyme; tablespoons red pepper flakes,5 min,Calories: 14; Fat: 01g; Carb: 31g; Protein: 11g,16/11/2023,2025-03-22,healthy
https://www.allrecipes.com/recipe/280868/sweet-and-spicy-jerk-shrimp/,Sweet and Spicy Jerk Shrimp,½ pounds large shrimp in shells; can pineapple slices packed in 100% juice; drained; and cut into 2-inch pieces; red bell peppers; cut into thin strips; large red onion; sliced; jalapeno pepper - halved lengthwise; seeded; and sliced; tablespoons olive oil; tablespoon jamaican jerk seasoning; ½ cup chopped fresh cilantro; cups hot cooked brown rice; lime; cut into wedges,35 min,Calories: 455; Fat: 28g; Carb: 6122g; Protein: 3163g,25/9/2023,2025-03-22,sheet_pan_dinners
https://www.allrecipes.com/recipe/77489/crispy-rosemary-chicken-and-fries/,Crispy Rosemary Chicken and Fries,chicken thighs; small red potatoes; quartered; ½ cup extra-virgin olive oil; or as needed; tablespoon chopped fresh rosemary; ½ teaspoons chopped fresh oregano; ½ teaspoons garlic powder; salt and ground black pepper to taste,1 hr 15 min,Calories: 497; Fat: 632g; Carb: 2810g; Protein: 2449g,3/12/2024,2025-03-22,sheet_pan_dinners
https://www.allrecipes.com/recipe/242402/greek-lemon-chicken-and-potato-bake/,Greek Lemon Chicken and Potato Bake,chicken leg quarters; bag small potatoes; ½ cup olive oil; lemons; juiced; divided; tablespoons dried basil; tablespoons dried oregano; tablespoon salt; tablespoon ground black pepper; tablespoons lemon and herb seasoning; package fresh green beans,1 hr 10 min,Calories: 551; Fat: 631g; Carb: 4215g; Protein: 3570g,30/8/2023,2025-03-22,sheet_pan_dinners
https://www.allrecipes.com/recipe/262533/chicken-apple-and-brussels-sprout-sheet-pan-dinner/,"Chicken, Apple, and Brussels Sprout Sheet Pan Dinner",cups brussels sprouts; halved; red apple; cut into 1-inch cubes; package pancetta; tablespoons olive oil; divided; teaspoon minced fresh rosemary; skinless; boneless chicken thighs; salt and ground black pepper to taste,55 min,Calories: 265; Fat: 628g; Carb: 62g; Protein: 1530g,25/11/2024,2025-03-22,sheet_pan_dinners
https://www.allrecipes.com/recipe/263602/sheet-pan-vegan-roasted-brussels-sprouts-and-butternut-squash/,Sheet Pan Vegan Roasted Brussels Sprouts and Butternut Squash,cups brussels sprouts; halved; cups cubed butternut squash; tablespoons olive oil; teaspoon garlic powder; ½ teaspoon smoked paprika; ½ teaspoon sea salt; ¼ teaspoon ground black pepper,30 min,Calories: 143; Fat: 17g; Carb: 135g; Protein: 25g,9/12/2021,2025-03-22,sheet_pan_dinners
https://www.allrecipes.com/recipe/261598/easy-one-pan-pork-and-squash-dinner/,Easy One-Pan Pork and Squash Dinner,cooking spray; tablespoons olive oil; divided; tablespoons honey; teaspoons salt; divided; teaspoons dried sage; divided; teaspoon ground black pepper; divided; pork tenderloin; cups  cubes peeled; seeded butternut squash; granny smith apples; cut into 1-inch wedges; white onion; cut into 1/2-inch slices,45 min,Calories: 358; Fat: 212g; Carb: 4516g; Protein: 2041g,17/12/2024,2025-03-22,sheet_pan_dinners
https://www.allrecipes.com/recipe/256016/dijon-pork-with-apples-and-cabbage/,Dijon Pork with Apples and Cabbage,½ head green or red cabbage; cored and cut into 1/2-inch-thick wedges; large apples - cored and sliced into thin wedges; tablespoons extra-virgin olive oil divided; ½ teaspoons kosher salt; divided; ½ teaspoon black pepper; divided; pork tenderloins; tablespoon coarse-grain dijon-style mustard; tablespoons white wine vinegar; teaspoons honey; teaspoon chopped fresh thyme leaves; tablespoon chopped fresh parsley,55 min,Calories: 354; Fat: 422g; Carb: 187g; Protein: 2857g,22/12/2022,2025-03-22,sheet_pan_dinners
https://www.allrecipes.com/recipe/256529/stuffed-chicken-thighs-with-roasted-potatoes-and-carrots/,Stuffed Chicken Thighs with Roasted Potatoes and Carrots,cooking spray; skinless; boneless chicken thighs; salt and ground black pepper to taste; egg; ¾ cup shredded mozzarella cheese; divided; small onion; minced; roma tomato; seeded and diced; black olives; pitted and minced; ½ cup seasoned bread crumbs; toothpicks; pound red potatoes; scrubbed and halved; pound carrots; peeled and cut into 3-inch pieces; olive oil; or to taste,1 hr 15 min,Calories: 281; Fat: 212g; Carb: 2810g; Protein: 1633g,4/12/2024,2025-03-22,sheet_pan_dinners
https://www.allrecipes.com/recipe/261839/baked-chicken-thighs-coated-with-corn-flake-crumbs/,Baked Chicken Thighs Coated With Corn Flake Crumbs,chicken thighs; trimmed of excess fat and skin; ½ cups corn flake crumbs; tablespoon teriyaki sauce; tablespoon sriracha sauce; tablespoon sweet paprika; teaspoons rice vinegar; teaspoons white sugar,1 hr 45 min,Calories: 229; Fat: 314g; Carb: 186g; Protein: 1734g,19/6/2020,2025-03-22,sheet_pan_dinners
https://www.allrecipes.com/recipe/261609/basic-sheet-pan-chicken-sausage-and-roasted-cabbage/,Basic Sheet Pan Chicken Sausage and Roasted Cabbage,cooking spray; cups shredded cabbage; apple; sliced; white onion; sliced; tablespoons olive oil; ½ tablespoons white vinegar; teaspoon salt; ½ teaspoon ground black pepper; links chicken sausage,40 min,Calories: 419; Fat: 628g; Carb: 2710g; Protein: 2755g,24/1/2025,2025-03-22,sheet_pan_dinners
https://www.allrecipes.com/recipe/283301/sheet-pan-roasted-chicken-thighs-with-brussels-sprouts/,Sheet Pan Roasted Chicken Thighs with Brussels Sprouts,skin-on; bone-in chicken thighs; pound brussels sprouts; halved; ½ cup dry white wine; link italian sausage; sliced; large shallots; sliced; medium lemon; thinly sliced; cloves garlic; sliced; tablespoons olive oil; or as needed; teaspoon chopped fresh rosemary; or to taste; teaspoon fennel seeds; or to taste; teaspoon chopped fresh thyme; or to taste; teaspoon chopped fresh sage; or to taste; sea salt and freshly ground black pepper to taste; nonstick cooking spray,1 hr 20 min,Calories: 466; Fat: 733g; Carb: 238g; Protein: 3265g,5/12/2024,2025-03-22,sheet_pan_dinners
https://www.allrecipes.com/recipe/255038/sheet-pan-chicken-fajitas/,Sheet Pan Chicken Fajitas,⅓ cup vegetable oil; teaspoons chili powder; teaspoon dried oregano; ½ teaspoon garlic powder; ½ teaspoon onion powder; ½ teaspoon ground cumin; ½ teaspoon salt; ¼ teaspoon ground black pepper; pinch ground cayenne pepper; ½ pounds chicken tenders; quartered; cups sliced bell peppers; any color; onion; sliced; ¼ cup chopped fresh cilantro; ½  lime; juiced,1 hr 5 min,Calories: 200; Fat: 211g; Carb: 62g; Protein: 1937g,2/11/2023,2025-03-22,sheet_pan_dinners
https://www.allrecipes.com/recipe/281413/easy-sheet-pan-greek-chicken/,Easy Sheet Pan Greek Chicken,skinless; boneless chicken breast halves; ½ pounds yellow potatoes; cubed; medium red bell peppers; seeded and chopped; ½ cup coarsely chopped red onion; teaspoons minced garlic; tablespoons olive oil; medium lemons; cut into wedges; tablespoon dried oregano; freshly cracked salt and pepper to taste; ½ cup pitted kalamata olives,50 min,Calories: 416; Fat: 212g; Carb: 4516g; Protein: 3060g,23/11/2024,2025-03-22,sheet_pan_dinners
https://www.allrecipes.com/recipe/21009/sheet-pan-roasted-vegetables/,Sheet Pan Roasted Vegetables,zucchini; peeled and chopped; eggplant; peeled and diced; carrots; diced; cherry tomatoes; red onions; sliced; red bell pepper; sliced; yellow bell pepper; sliced; ½ cup olive oil; teaspoon dried rosemary; teaspoon dried thyme; bay leaves; crushed; teaspoon dried oregano; cloves garlic; minced; tablespoons fresh lemon juice; teaspoon grated lemon zest; salt and pepper to taste,2 hr,Calories: 72; Fat: 14g; Carb: 73g; Protein: 23g,19/11/2024,2025-03-22,sheet_pan_dinners
https://www.allrecipes.com/recipe/26611/sheet-pan-ground-beef-potato-and-carrot-dinner/,"Sheet Pan Ground Beef, Potato, and Carrot Dinner",pound ground beef; potatoes; peeled and cut into steak fries; large carrots; peeled and sliced lengthwise; onion; peeled and sliced into rings; salt to taste; ground black pepper to taste; garlic salt to taste,1 hr 30 min,Calories: 451; Fat: 628g; Carb: 5620g; Protein: 2651g,6/2/2025,2025-03-22,sheet_pan_dinners
https://www.allrecipes.com/recipe/258572/sheet-pan-shrimp-fajitas/,Sheet Pan Shrimp Fajitas,package fajita seasoning; tablespoon olive oil; ½ pounds raw shrimp; peeled and deveined; red bell pepper; sliced into strips; yellow bell pepper; sliced into strips; red onion; sliced into strips; jalapeno pepper; sliced into rings,30 min,Calories: 100; Fat: 02g; Carb: 52g; Protein: 1428g,12/6/2022,2025-03-22,sheet_pan_dinners
https://www.allrecipes.com/recipe/236110/baked-chicken-breasts-and-vegetables/,Baked Chicken Breasts and Vegetables,skinless; boneless chicken breast halves; carrots; sliced into 1/2-inch rounds; stalks celery; chopped; green onions; chopped; green bell peppers; sliced; ¼ cup chopped fresh flat-leaf parsley; ½ cup olive oil; teaspoon italian seasoning; teaspoon chili powder; teaspoon lemon pepper; teaspoon salt; pinches freshly ground black pepper; or to taste,50 min,Calories: 485; Fat: 525g; Carb: 249g; Protein: 2958g,12/6/2022,2025-03-22,sheet_pan_dinners
https://www.allrecipes.com/recipe/241287/baked-italian-chicken-dinner/,Baked Italian Chicken Dinner,cooking spray; pound skinless; boneless chicken breast; cut into cubes; package frozen broccoli; potatoes; diced; ¼ cup butter; melted; package italian dressing mix,1 hr,Calories: 423; Fat: 841g; Carb: 4316g; Protein: 3060g,25/11/2024,2025-03-22,sheet_pan_dinners
